ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.722,191.5286,24141.2793,7.2191,358.5831,394.7051,13.7717,81.543,5.5693,0
8.5207,226.6099,10441.2146,10.8098,262.127,634.1169,15.9274,50.3993,4.3224,0
6.1633,194.2812,24749.8743,11.3261,305.8465,433.1454,21.8439,,5.1968,0
,222.0931,17817.1868,6.1955,302.1253,470.4389,9.5885,45.4404,3.4169,1
4.5657,205.913,43830.6721,10.2692,347.5016,372.1979,18.7825,105.4296,4.2978,0
9.6512,195.3195,38196.0551,9.1124,,441.2983,13.8283,92.5305,3.9871,0
8.4266,195.9604,19387.9458,4.5821,321.8611,455.0939,14.4871,40.8973,5.4391,1
8.5027,225.0836,26616.5751,7.9618,352.3346,454.7981,13.3518,66.7025,3.8808,0
11.5,202.677,28748.4834,9.4858,404.5923,342.7063,10.0,78.4887,4.7201,0
7.7749,234.1955,18213.6629,8.4187,,498.3684,18.3498,101.9318,3.7511,0
4.5124,220.3386,37111.2322,6.3896,300.1904,556.452,16.1629,63.9898,3.4213,0
6.1936,144.5517,23085.5941,7.8829,336.6989,473.4676,18.47,51.5158,4.6131,0
6.1025,170.7189,22624.6373,9.0808,,511.2723,11.8762,,3.303,0
,177.0988,22908.0936,9.7004,412.9423,433.2957,18.4769,79.5954,3.4444,0
9.882,172.8476,33266.4394,4.0196,290.4533,570.7137,11.753,53.4996,3.3002,1
6.5075,136.4296,26688.0486,8.8931,388.3085,459.1763,16.4407,102.6436,4.2795,0
4.8985,185.5429,16007.494,8.746,347.5267,409.441,14.2686,105.7415,4.7057,0
7.0878,178.846,31758.4331,7.3757,277.243,293.1852,16.44,83.2786,4.0361,0
6.6728,183.0679,27892.2832,5.2121,391.9985,306.2869,15.3276,65.6464,3.5138,1
,137.6288,25389.4671,6.1404,331.1845,371.0266,12.0492,68.3874,3.7649,1
6.9116,196.7285,11433.7479,8.6842,308.885,630.9171,14.016,111.3443,3.8828,0
9.2058,188.9356,21175.8512,7.5523,337.7005,363.4595,13.1624,78.6803,4.1029,0
9.4436,205.2583,16919.4943,5.439,,391.8948,18.1239,74.3464,3.9286,1
7.2651,148.1651,19889.172,5.7554,,417.9212,12.3148,81.7847,3.4039,1
5.6543,190.5646,23927.6014,6.8815,363.0034,346.1381,9.1942,46.1971,3.6982,1
5.9704,205.835,19370.0428,7.585,,321.9879,11.6675,78.9623,3.6809,0
7.303,168.1577,16189.0133,5.4677,,422.6697,7.7656,52.4742,3.9121,1
4.4752,218.8091,32477.5747,9.7429,398.4345,488.5638,15.1511,61.9255,4.11,0
6.5234,183.478,18596.3624,8.0623,,472.8231,13.5459,78.7957,5.6168,0
7.1218,230.9821,5006.0068,8.0959,351.8425,551.0436,15.4787,86.048,4.6854,0
5.7905,180.3976,27264.0965,9.9341,,478.1655,13.9729,91.3096,5.3938,0
5.4253,193.0769,39621.0856,6.1841,364.8074,376.524,15.9477,105.1557,5.2631,0
,245.1692,14549.9834,7.9554,323.0899,472.1941,18.0527,90.3602,4.2131,0
6.0948,166.0409,30464.695,8.9323,245.5262,302.1531,19.1952,100.0394,4.391,0
,184.0619,2576.7179,7.3869,346.7642,430.0257,13.5751,,3.7781,1
9.0938,219.1239,22975.0361,7.104,439.6823,501.9619,22.3414,55.5326,4.9069,0
6.4953,175.1598,21804.5412,7.3915,370.6854,462.5024,12.595,105.8095,4.3152,0
7.2309,191.0566,14420.1268,7.545,280.8392,197.9893,22.938,78.7343,5.7563,0
8.3503,135.0657,27060.3531,6.1078,352.533,334.6299,14.7665,71.8043,3.897,1
7.0954,152.8516,11968.7042,8.1123,,402.8616,13.8618,73.3784,4.9534,0
,238.6969,30921.4229,9.0606,288.5109,455.0458,17.9728,70.5948,4.9979,0
8.2052,211.5347,26555.1494,10.4824,312.9892,459.3108,16.3789,88.7681,5.0037,0
7.7522,214.7597,27959.5588,8.3883,342.0416,345.8091,17.2437,60.6424,4.7854,0
7.9714,175.6372,15139.104,8.7116,270.7522,382.612,18.4593,52.2199,4.4114,1
,185.0699,9621.0299,6.9266,295.5287,436.7006,10.3626,54.3847,4.4159,1
6.991,173.6187,34220.2672,6.2364,310.8676,604.6326,8.184,49.7173,4.3017,1
5.6249,213.7053,43679.7359,9.3949,369.9329,403.3428,12.1314,85.6276,5.2216,0
7.989,144.4327,16416.1085,8.5292,323.6262,333.6988,17.1505,57.3467,2.6318,1
6.2566,192.287,6199.993,9.2251,284.9604,349.9594,12.5182,,3.3036,0
5.1915,248.3559,13046.1537,6.8288,,399.4142,14.6836,48.1195,3.0474,1
9.5313,210.9607,24324.3576,6.2106,310.0141,461.0917,10.3715,33.3695,2.9951,1
,283.3636,25864.3765,7.2249,341.5678,500.9839,16.4853,62.0775,4.8748,0
7.601,169.8965,17915.8702,7.7131,369.0323,368.1999,13.1384,46.6191,4.0065,1
7.2679,191.8999,28091.8167,7.1602,344.9677,466.0191,18.2484,70.3313,4.0986,0
7.7706,225.106,22361.2586,5.7205,331.6167,336.6983,11.0264,54.4132,4.2409,1
5.7792,241.2652,24105.2556,6.0647,386.5216,377.2567,16.6446,78.7949,5.3755,0
2.0,200.7284,19221.3013,7.9986,,364.8327,19.4121,57.7276,3.1519,0
7.5753,202.5912,20218.7495,6.7048,353.8607,361.7803,12.0203,45.5801,3.4316,1
6.3218,200.5883,9692.6215,7.1982,347.2532,478.6175,13.7938,79.4623,3.8131,0
7.1642,219.6757,19489.7065,7.5325,294.7591,417.7702,21.7687,79.5412,3.5522,0
,190.3849,13937.6968,4.5963,282.3937,524.2117,14.0345,,4.1236,1
8.2577,182.8233,23415.7368,9.703,398.7925,389.7607,16.4787,82.7096,4.2945,0
4.1538,167.195,21638.4821,7.5837,,341.3677,16.8106,76.9696,5.322,0
7.4051,153.6443,34729.0656,9.0562,377.3114,538.501,15.4486,,4.5347,0
,220.5813,23014.653,7.5412,330.616,640.441,16.2309,56.4239,3.3651,0
,178.003,39017.719,5.9083,267.9125,429.4949,13.7303,66.8051,2.6637,1
7.9556,124.9097,25373.4323,8.6221,,312.5322,8.4295,55.906,2.7741,1
7.5879,181.4685,22130.8385,6.0563,342.8655,465.9169,10.3129,47.8006,3.6091,1
6.6491,213.554,14057.5467,11.256,325.5932,350.0753,22.2176,49.7098,5.4944,0
6.4393,170.5052,16252.8431,8.2447,322.1927,414.5888,18.6188,39.5561,3.3019,1
,208.0928,27540.1052,3.5456,252.0044,377.2161,14.2545,55.7522,4.0956,1
7.4791,194.2462,20670.343,8.6409,379.971,429.4293,21.005,81.9203,5.7766,0
7.2774,192.9945,25100.3143,7.7238,,314.8749,17.8901,75.3049,5.4754,0
7.2407,204.4223,31287.9238,4.9505,341.0557,370.5582,10.1902,63.0156,3.9211,1
8.6554,195.4926,21777.5086,8.6692,,414.1911,16.6358,,6.1587,0
5.3138,175.5152,17342.1884,7.0195,364.6917,486.6447,18.7597,61.1135,3.6378,1
7.6088,204.5254,9646.3419,9.6456,407.4319,485.0093,13.569,76.3792,4.0252,0
5.5749,186.2881,28077.0769,6.0552,,459.4543,14.4824,65.4594,3.1894,1
8.1415,135.3269,24434.9965,7.8474,,594.9214,13.0166,75.7385,3.9725,0
5.8024,163.9856,14753.6456,6.5207,355.8513,374.5214,17.054,96.7251,4.3464,0
,181.4753,22738.7559,3.7775,,285.6271,13.4933,44.1387,4.0109,1
,194.2635,21759.4503,10.858,424.0209,521.941,16.6277,115.0953,4.3744,0
5.4005,206.6885,26343.2309,9.9772,334.9598,569.606,10.4799,72.4646,3.4881,0
5.555,175.4432,11825.3603,5.0,382.5003,372.5366,18.2769,87.9912,5.105,0
8.0485,169.8708,32595.2009,6.5265,,502.0357,13.7001,74.9208,4.7553,0
4.1149,237.6623,20410.8367,5.6609,382.2682,447.3212,16.305,76.3411,5.1134,0
8.4077,195.3325,14680.0542,4.2684,,438.6066,11.763,61.1342,2.8413,1
,200.1566,15118.8439,6.5659,,483.128,11.7503,52.3407,2.1029,1
7.2431,246.0167,22679.3297,8.0019,288.0339,471.9339,10.2895,73.6602,4.7358,0
5.7142,143.0306,28675.9696,6.3759,379.4596,331.3517,14.9545,,3.5656,1
6.7498,289.4095,21668.6245,9.2006,395.4326,355.4958,19.783,57.3256,6.2352,0
7.4901,208.4508,40502.6038,6.9747,,551.9215,17.2397,82.0842,4.818,0
6.6599,180.6908,16379.5951,4.5075,376.7632,418.8842,14.7455,56.1307,3.1544,1
5.7466,170.9714,16922.4689,6.238,315.984,408.7229,12.7988,47.2791,2.9025,1
3.1434,150.2836,31492.9447,7.228,381.9055,402.3383,18.2092,61.9814,4.3829,0
6.1593,248.7939,10762.4342,8.9303,,411.06,12.8594,68.6364,5.4968,0
8.0084,207.865,29451.5216,9.7839,330.8288,619.2377,14.2889,61.781,6.5015,0
6.3872,237.7013,33385.6741,6.943,,616.9072,18.9758,102.4243,3.2427,0
6.7142,228.9781,14502.1882,6.9718,326.6871,483.215,10.0,78.9296,3.0,0
6.6526,227.585,17601.2826,7.7565,322.8668,386.3033,24.1226,88.344,6.0093,0
4.7839,244.9462,34661.2485,7.5315,,550.3088,18.9223,89.3366,4.1305,0
6.9436,239.193,22848.301,6.6659,368.3409,442.1637,14.9752,89.2717,4.581,0
,217.4131,13669.9812,3.7039,259.3052,292.2184,11.5568,68.5353,2.9887,1
10.1868,277.4225,35882.6021,8.1879,363.1377,440.4023,17.5783,95.2871,6.0816,0
6.1793,217.8823,22887.6709,6.5101,352.9375,473.1542,12.6287,52.4015,2.9088,1
7.3849,206.5945,22283.4209,4.0533,307.0909,257.2063,11.9127,64.5377,4.3834,1
,187.0986,31704.9333,8.6517,,378.7506,21.0634,68.118,2.98,0
,215.9761,16843.9231,6.9682,291.5447,637.4025,19.9864,86.686,4.8908,0
7.7998,217.2229,14915.3044,6.0466,432.3275,492.8375,16.5319,74.4101,3.4705,0
9.0053,175.9191,35723.547,7.0841,395.1892,552.1805,17.6559,79.9354,4.3464,0
8.1418,140.1675,13684.916,8.4422,278.3745,417.4821,5.6613,76.3562,3.9363,1
7.9623,222.4017,13462.7956,5.6299,,524.9524,11.1514,67.5273,4.355,1
,173.8586,22819.7618,8.8413,338.3626,430.9467,8.3699,45.7776,4.7204,1
7.0833,175.2535,42242.3379,6.4917,,483.4659,17.8537,86.1788,4.6335,0
6.8782,198.1498,4970.6179,5.1991,,428.1742,14.5538,69.9655,4.2308,0
,215.5234,30610.2001,9.6284,299.1945,576.4486,10.0,77.0322,5.2831,0
6.7318,196.727,18748.6192,5.2656,341.037,430.7379,14.9154,56.0896,5.1517,1
8.2253,212.9158,20881.6047,8.7873,388.5983,576.6245,12.993,80.6413,3.9557,1
5.3522,248.4503,10046.6266,6.1295,268.7926,378.8203,14.8471,63.182,3.2686,1
8.3935,203.6739,20741.1272,6.5845,420.4924,583.0046,18.4983,107.5748,3.9644,0
6.2643,196.9859,19390.884,8.7021,313.04,328.493,13.7071,,5.2897,0
,212.7902,20725.4658,6.4748,381.9585,462.2331,11.8409,70.8484,4.3051,0
4.4681,197.1671,22560.6519,7.0169,401.0817,416.7576,11.8878,87.029,3.4149,0
7.4168,204.8379,10084.4394,6.9692,347.9092,482.912,16.8241,92.6672,4.2089,0
5.1671,240.5466,31564.7741,8.1224,309.3649,478.6444,15.5006,50.97,3.6953,0
7.4817,251.9557,10079.4228,7.8896,374.9912,425.7958,17.2383,53.2002,3.8555,0
,202.9172,38706.8001,10.1048,312.8287,399.0234,12.7265,81.7767,4.8012,0
,218.2355,20672.1357,6.5583,300.8702,454.9392,15.1673,69.8976,2.6527,1
6.8899,195.4129,20961.7594,9.6117,,362.0044,16.3485,35.2656,3.4565,0
4.8649,152.0611,41196.3241,10.0347,328.6196,454.324,21.7425,,5.0087,0
8.633,209.9478,31504.2493,6.3823,329.0118,506.1704,12.7799,33.5602,4.1857,1
6.5237,167.8969,24445.377,4.8439,360.4452,381.3276,13.7664,50.3456,3.7241,1
8.1151,148.4204,14707.0071,5.33,311.7819,485.9102,9.5359,67.007,3.9678,1
5.6701,207.4821,6700.6971,4.7259,346.9253,415.9075,10.882,65.4969,2.6312,1
7.7279,179.5417,10215.885,5.3295,384.0867,599.1038,19.5917,,4.8134,0
8.2349,204.7896,18973.6274,5.8051,301.5266,440.0731,14.4557,79.0425,3.5309,1
6.7196,197.2937,22346.6905,5.3587,306.7717,402.4954,11.9799,59.2228,4.7013,1
6.518,219.2892,22343.1341,6.2851,,377.4911,20.2157,,5.0645,0
6.6137,165.9141,37431.3828,6.983,415.3146,504.1628,13.6976,75.5906,4.3228,0
6.3003,158.7227,33562.3718,5.5596,,262.3611,9.2418,64.9307,3.3556,1
8.1469,204.6486,18808.9756,7.2242,314.4834,431.8703,8.7548,52.8432,4.6853,0
7.8689,219.8555,17476.1181,6.0699,400.6139,542.0078,12.1974,84.6903,3.5874,0
8.4894,190.6789,27241.5951,6.6526,312.3483,414.0567,12.5644,65.4596,4.6279,1
5.7304,237.8971,31519.6638,8.0926,367.782,471.1707,15.1685,93.3233,2.7682,0
10.1408,173.1533,13181.155,6.8732,314.9114,483.6213,12.5891,84.5337,2.6793,1
7.382,252.5814,13163.9137,3.2465,319.2756,263.0511,13.3912,47.997,3.033,1
7.7953,159.6821,25402.126,4.1817,342.5497,520.3224,14.9103,77.0291,2.796,1
9.6347,207.833,20898.6142,4.4381,311.0199,657.5877,10.4785,69.6538,4.5475,0
6.5851,182.1762,14294.2098,7.1021,,553.6461,15.215,84.1563,4.0146,0
6.6686,260.5677,37982.1504,9.5198,346.2249,498.0725,16.0668,65.1828,6.5065,0
,149.0253,10671.5086,6.2739,283.6328,190.0,9.5207,62.985,3.3965,1
,253.4862,24340.0955,8.4361,314.0032,468.6784,16.6126,91.1595,4.0439,0
3.0827,169.8693,17640.7364,8.9208,385.8083,428.7905,18.9892,69.7831,3.7107,0
7.9047,235.7374,14347.3216,8.0175,415.4921,432.4325,7.9955,101.8629,2.9824,0
9.1727,210.7342,21814.1438,8.3304,350.6737,462.1658,19.3818,90.6898,4.9459,0
,183.5317,29242.098,5.6058,291.8313,486.4747,8.4963,41.4978,3.0848,1
9.901,216.0794,24866.6407,5.9814,,574.9036,12.7558,70.6452,4.5814,0
7.2581,289.5315,26543.211,10.769,389.55,605.8029,18.0342,74.5846,4.0034,0
8.9453,145.776,22376.1795,5.7239,336.8943,339.0886,12.334,75.1617,3.5457,1
7.6005,183.8676,26019.982,4.2837,,328.4045,10.1949,100.7456,3.044,0
,179.4745,23952.1961,7.1286,375.7852,342.7474,10.9405,52.4912,3.4686,1
8.5592,212.3331,20410.7694,3.4042,265.0063,381.4153,10.8916,62.3534,4.0833,0
6.2032,235.9611,17534.0834,5.8872,373.2202,305.018,19.779,99.5447,3.9525,0
5.5785,153.0323,26008.2283,6.0556,385.1446,467.4485,13.6076,60.9865,3.8163,0
4.4652,166.7231,26094.7331,5.9609,413.9181,360.5686,8.0466,99.9686,3.0919,0
,196.6133,42320.0218,8.199,262.4715,286.4489,16.6379,63.6344,2.0515,0
4.4463,206.3663,17116.9994,7.3823,352.1465,468.5286,17.5602,77.5213,5.3588,0
5.2342,159.0312,23631.4423,9.7,,412.8158,15.2219,63.4793,5.502,0
5.84,175.3361,18596.4578,4.7758,359.1576,429.7847,17.6281,111.9132,5.0935,0
6.6277,224.9051,33885.3969,9.9659,370.4984,590.9366,20.7063,86.577,5.3418,0
8.1246,163.6521,20689.7284,7.7076,375.3071,410.9991,16.5583,42.7015,4.2033,1
7.0322,163.4425,20343.2944,5.165,,452.8675,9.1126,62.998,4.7085,1
6.8017,205.6384,13351.6831,3.8756,238.6914,432.8188,12.9018,60.1498,3.6167,1
8.6641,151.3508,5364.3181,5.191,308.8649,425.164,8.3744,45.441,2.9154,1
5.3177,185.7356,6581.8186,7.2779,263.6856,258.5008,14.1604,63.0907,2.835,1
,157.0414,31941.3396,8.097,,331.5672,16.3414,68.6097,4.4625,1
8.3766,244.6468,14325.1624,12.7466,370.5184,493.9177,17.2564,63.4878,3.9286,0
6.5564,201.3072,20045.3174,9.9728,305.9428,500.8358,16.9626,98.4161,4.4602,0
6.6588,171.6109,400.0,5.0,338.8643,426.6239,17.7442,,3.9513,0
5.4451,167.0626,16678.2161,7.4111,,415.9341,11.9463,73.9006,4.0025,0
7.2176,177.9545,8622.0186,12.6463,359.9628,341.001,23.2697,69.6012,6.0677,0
,193.7501,23404.7589,8.1072,282.7581,430.4435,17.7257,70.0332,4.8194,0
7.2111,227.0426,21003.7455,9.349,317.1894,468.4529,14.8593,72.7325,4.3314,1
6.0772,192.2172,47757.3561,8.89,,391.6182,21.0284,64.5323,6.0725,0
9.5244,190.1269,6804.6958,7.8204,345.9766,528.9035,8.3518,66.6539,3.7228,1
6.8298,192.9684,33357.5786,5.651,362.792,375.1236,15.1408,57.1414,5.0425,0
5.5438,196.4789,26149.861,7.3983,376.0395,478.0533,21.0104,97.7954,4.8705,0
,239.3013,29842.2925,5.6349,,265.5718,17.1469,60.5937,3.4431,1
,139.0625,42024.6995,6.0925,450.3567,364.1691,13.446,80.9165,5.5152,0
5.4651,214.324,4347.0038,6.5555,261.6154,390.3225,10.9015,30.3506,3.2861,1
7.9838,235.9069,18266.3318,9.7612,308.9413,459.89,5.313,108.9054,3.1476,0
7.0154,204.9062,24646.1687,5.3143,260.7688,562.6409,7.9465,65.6706,3.6605,1
8.3931,257.0807,34820.2324,6.9548,319.6985,381.8982,17.3088,86.5467,4.3253,0
7.6666,188.9321,5517.7444,7.4508,,429.3564,23.1529,79.1404,4.3896,0
,253.3374,28254.7924,7.2317,313.0676,290.8216,9.6711,47.863,5.9421,0
4.9986,182.5278,7934.9511,6.4845,,299.9532,11.7914,70.0082,3.8523,1
7.0778,219.705,19785.9395,6.6452,333.301,457.54,10.4938,34.6329,3.0876,1
,220.4414,33921.8032,6.697,354.6069,602.4181,11.9302,50.0,5.797,0
6.7833,159.2791,17019.7641,5.3222,322.0534,481.2441,14.4045,50.1473,2.6287,1
9.1941,226.5458,19079.3031,5.741,301.4627,300.9598,12.8419,43.0169,3.3482,1
7.2865,267.3612,33105.0312,6.8516,,531.5578,16.5272,55.6343,4.6425,0
8.2314,173.5096,38122.8598,5.407,374.3821,410.3052,15.6445,66.8798,4.2258,0
10.0453,189.2749,30189.9756,6.3587,307.7065,362.3322,16.5896,63.1518,4.0552,0
,207.585,16732.4109,3.7184,247.9374,500.0562,9.756,56.3229,3.9439,1
7.8236,174.7343,39118.1388,8.173,,392.4902,17.8956,89.5008,4.2153,0
4.9112,173.4346,29236.4373,8.3877,326.1762,378.6914,8.7305,62.4834,3.4225,0
6.3355,187.0346,15541.5166,5.9242,324.4373,409.5811,13.0816,49.6822,3.6626,1
5.1013,204.8991,21469.2954,8.0678,330.7496,386.9941,19.6726,67.9897,4.3764,0
8.6106,204.6813,22686.9658,6.3005,407.4872,587.9781,20.484,97.9077,4.2058,0
6.9672,198.8973,20698.7505,6.3034,372.1228,406.163,16.517,76.3919,3.1288,1
,194.3994,23028.6303,9.0481,376.2427,338.3973,17.5772,62.7658,4.7707,0
7.4864,210.3494,16126.3479,8.469,374.9751,300.4562,19.8635,56.2053,5.0452,0
8.5562,194.6348,29917.9979,8.4182,275.0994,403.3727,14.1898,56.2712,2.6142,1
,174.101,29121.8523,5.5897,358.9987,325.6837,10.6589,58.1569,5.3111,0
7.9041,164.2055,14138.22,5.7742,397.0206,393.5507,18.7776,108.4381,6.852,0
,199.9782,27881.2331,5.1037,344.8643,409.0957,13.414,80.1145,3.818,1
,191.3036,24885.5429,6.6855,,573.1797,16.0578,53.6192,5.0385,0
,166.3198,15099.5245,6.8566,348.5515,349.4709,14.0583,57.7527,4.4514,1
6.2347,202.4708,34622.8938,9.5086,364.9474,494.6417,15.7221,50.0,5.6861,0
,226.4622,20632.5819,10.1451,286.927,403.5848,15.9393,90.487,4.2674,0
9.125,124.9565,34452.3699,9.648,375.1825,507.4522,17.1305,88.2926,4.6856,0
7.6575,210.7857,26778.0461,6.5549,320.3724,342.5326,14.5603,53.1639,3.4511,1
8.7877,170.4017,25221.3853,8.9861,354.2881,520.0444,16.4131,84.4208,3.7795,0
7.4307,225.8429,14405.6235,6.6065,344.643,380.0971,10.6596,69.8841,2.1722,1
5.4452,204.8412,22353.8421,6.5299,312.205,458.4849,12.9937,,4.4471,1
,231.9858,37525.5581,4.9129,315.2272,574.7015,12.3544,62.1564,4.704,0
8.4093,202.4952,36979.9366,5.0,,492.0864,18.0698,101.8187,3.8796,0
5.35,113.7203,18592.2375,6.6225,,566.5038,17.0687,82.8319,4.2191,0
8.1545,156.4444,15351.433,10.9734,315.8697,252.3167,15.8713,59.4126,5.0753,0
,174.944,5293.028,8.4437,261.8732,435.354,11.5393,69.2137,4.234,0
4.8577,171.0136,22466.0616,6.2324,314.9193,430.9986,13.2251,62.5004,3.1212,1
5.73,204.3825,21606.2733,8.986,,531.8016,15.0544,81.6134,4.1201,0
5.2763,123.2699,22232.7822,7.5026,374.0763,594.7693,20.3419,78.7683,3.3976,0
7.2032,255.7069,13584.9691,9.3887,,342.7549,13.278,82.0392,4.5498,0
6.2573,203.3194,27446.5051,8.784,,609.9653,18.0611,82.0055,3.0399,0
5.7478,186.0359,19585.4113,4.3969,315.0213,254.7616,16.8392,47.7389,3.0896,1
6.114,199.6892,19916.6211,6.5835,356.1259,577.5937,9.3651,64.2308,3.0324,1
5.9131,243.0134,8897.8698,9.3678,370.2428,320.6777,14.293,52.4263,3.6044,0
6.9783,196.8431,41468.1492,5.6772,321.2032,342.3078,13.8422,53.495,3.7074,0
7.2647,183.3546,5485.0179,6.082,375.6212,585.8628,14.4889,58.0055,3.9238,1
7.0458,190.7563,26594.8779,3.9347,281.8933,472.5092,12.2319,52.0019,4.225,1
4.1316,156.2184,14982.5707,7.2068,303.4278,427.4807,14.1994,68.7032,2.853,1
3.4302,227.8383,23040.8259,6.7511,399.0867,505.0998,12.7014,69.8669,3.9138,0
3.7258,225.2033,17719.1811,7.4747,330.6899,476.1498,16.6976,46.1299,4.7327,1
8.9477,233.5785,26716.1004,5.0801,339.5311,319.9919,14.3408,52.2427,3.4214,1
5.0882,185.9082,29231.0851,6.9682,255.0808,522.0877,15.6907,71.6936,4.4996,0
4.5744,238.2634,16362.3139,6.1524,411.9335,366.0839,11.0115,37.2395,2.8446,1
5.7927,155.3075,18488.0149,5.5536,307.4058,285.5095,15.0267,43.4432,2.2678,1
8.4938,158.4607,18588.9654,7.211,289.6101,361.6232,12.9575,60.8006,3.4731,1
6.6704,241.1521,28069.0385,8.4496,378.9606,442.042,19.5565,96.1023,5.1923,0
,173.4965,22906.6473,6.9282,273.6607,397.0114,10.2516,46.6161,3.3266,1
7.5317,201.6211,13668.7913,4.3265,284.6605,323.4299,14.2503,56.5724,4.3256,1
7.4789,198.0217,12719.152,6.2008,322.8259,500.8136,17.7588,87.494,3.6791,0
7.7936,188.0745,20638.2831,5.3861,352.5032,297.384,18.0,54.9116,3.8579,1
7.146,204.892,20539.0321,5.6825,,520.8236,15.4686,36.5152,2.1758,1
5.3716,245.6994,15161.105,7.7127,322.745,386.1097,16.015,64.5934,3.4675,1
6.219,188.2745,13806.4494,7.3176,339.2671,391.5297,10.1453,59.7838,3.3997,1
5.5562,255.6506,8644.3013,8.3241,,369.9565,16.7014,64.7151,4.2944,0
5.9428,178.711,14600.4429,3.8477,,371.9033,12.1899,66.515,3.663,1
7.5414,185.5018,29163.6969,5.7754,304.556,401.3002,13.9552,49.585,3.2031,1
6.1734,248.3847,29316.3901,7.483,312.1312,410.8638,16.8948,66.9757,3.8037,0
9.0465,260.4473,24247.8811,6.1209,295.7187,509.5366,15.1241,61.3409,4.8396,0
6.7711,188.7497,19940.2491,7.8483,319.5118,509.4845,18.0662,39.3199,3.8223,0
7.738,147.8331,27040.3901,6.3872,336.2632,362.0295,8.3963,49.1701,3.8252,1
2.0,267.7956,38819.3099,8.1079,,391.6698,15.5356,93.1784,5.119,0
8.9965,207.2107,26087.1475,7.7649,372.7921,272.5957,17.902,73.4928,5.7851,0
8.1514,189.4672,38104.0855,10.3147,,399.2935,13.4962,112.0749,5.6544,0
8.5226,231.5905,2328.6803,5.435,255.8205,475.1023,11.321,69.2111,3.3139,1
,147.3108,22047.1485,5.7211,340.024,596.7662,8.28,48.7243,3.4504,1
,115.2019,30821.2671,5.7048,296.1383,298.912,13.6819,46.9562,3.5179,1
6.6661,201.8746,18803.3273,4.882,,456.9238,10.6377,,3.9879,1
8.5024,121.0085,31656.5313,7.3122,335.1457,468.6455,12.8652,77.0807,4.9,0
8.9269,304.748,46550.1299,7.4165,306.7264,541.671,17.0245,61.9059,4.7454,0
,175.8621,20064.7626,2.6651,324.4604,215.6113,16.1797,53.6185,4.517,1
5.6007,255.5229,20656.6796,6.6315,,468.033,10.2823,55.7764,3.7812,1
,309.6901,29274.6598,8.5738,395.1742,432.6699,16.7363,,5.2879,0
8.0175,148.826,19563.2768,4.2258,408.6147,300.4422,8.5204,52.3833,2.7602,1
8.0197,217.6444,16080.0175,5.6754,375.6112,409.4404,12.8094,93.8086,4.8878,0
6.7639,217.9938,29214.0892,4.0638,,411.7125,10.9505,57.9269,4.2273,1
,235.4344,25691.176,9.4121,358.5859,411.3239,15.9023,75.1366,3.6595,0
4.2764,238.6419,11053.6338,8.2033,325.2195,512.7799,23.3467,85.7413,4.6708,0
4.0062,261.6607,27300.9568,8.2655,,402.167,18.1491,77.3015,3.7197,0
7.8032,234.8524,29414.2705,10.4879,386.0113,440.6332,14.9728,66.8856,2.8701,0
8.1982,178.1131,26920.7506,5.5225,277.8603,384.278,10.1893,60.3465,2.8017,1
8.8249,185.4486,23369.8467,7.5209,299.0687,551.6259,12.9494,47.3025,3.6123,1
7.7496,192.1606,11555.4014,5.0691,,365.9509,14.1322,75.285,4.1749,0
7.1069,139.5202,21352.2246,6.1736,,492.8487,7.0798,60.4055,3.2944,1
5.1986,158.5103,32602.3569,5.8629,282.962,510.0488,10.5945,58.3747,2.7085,1
6.1132,197.3059,23386.3045,7.458,330.6562,434.0011,8.1865,61.3781,3.5867,1
7.4456,160.4502,25716.7484,9.82,375.7923,350.9222,10.5048,69.8965,3.4029,1
9.3866,192.8385,6817.7001,6.1979,332.7487,399.0788,15.2968,72.8935,4.2996,0
6.8183,152.8314,23431.1767,8.8681,338.4297,338.5478,19.3462,46.3718,2.8614,0
5.467,218.3563,31906.138,5.998,282.6157,431.5742,12.4281,,3.9163,1
,212.0371,20526.8575,10.0339,317.4402,501.1817,20.4766,84.1322,4.8203,0
7.7856,215.6628,13166.6055,11.9679,335.4184,393.9229,14.7826,74.1624,3.9497,0
10.0562,194.4809,13867.0518,7.5377,372.7242,447.3468,12.1422,48.9478,3.5243,1
6.4799,189.7887,15698.443,4.5465,392.8011,381.4872,8.0958,52.3442,4.2705,1
5.2201,250.6159,27802.749,8.1383,332.3026,216.2136,16.6307,98.8586,4.9507,0
7.6185,287.2928,26310.3947,5.2449,332.8273,309.7849,11.5631,56.3304,4.1603,1
5.6064,205.0835,25025.8513,3.0014,342.685,434.8796,12.3769,56.6896,3.8761,1
4.4203,162.9812,24486.5095,6.0718,349.1327,306.5038,17.0939,55.431,4.9153,0
8.0466,208.2672,15201.6462,5.1633,311.0748,420.8851,10.6494,83.3487,4.4271,1
5.6973,223.1327,33814.9309,5.1459,363.8162,396.0,16.7405,71.0245,3.5576,0
7.0017,220.7059,12098.9489,5.7124,352.8348,467.7587,13.2277,59.1396,3.1954,1
,125.4285,24434.0886,6.5514,366.2921,431.3031,11.9253,54.5535,2.8886,1
8.701,217.2602,42379.0745,8.1293,320.5647,423.3477,12.5054,81.9535,5.9652,0
